name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature,mood
Bleed It Out,Minutes to Midnight,Linkin Park,0UFDKFqW2oGspYeYqo9wjA,2007-05-14,74,166373,0.529,0.114,0.967,0.0,0.61,0.596,-3.647,0.0508,140.127,1,4,Energetic
Bad Medicine,New Jersey (Deluxe Edition),Bon Jovi,72hcFp4tYkd3dbNA9dZ3Pv,1988-09-13,70,316706,0.555,0.048,0.973,0.0,0.0853,0.805,-3.804,0.035,118.642,9,4,Energetic
Dude (Looks Like A Lady),Permanent Vacation,Aerosmith,6gQUbFwwdYXlKdmqRoWKJe,1987-01-01,72,265773,0.54,0.435,0.982,3.37e-05,0.0457,0.91,-2.962,0.0458,126.294,4,4,Energetic
Pretty Fly (For A White Guy),Americana,The Offspring,3SFXsFpeGmBTtQvKiwYMDA,1998-11-16,75,188666,0.723,0.088,0.895,0.0,0.0717,0.963,-3.707,0.102,143.373,11,4,Energetic
American Idiot,American Idiot,Green Day,6nTiIhLmQ3FWhvrGafw2zj,2004-09-21,81,176346,0.38,2.64e-05,0.988,7.86e-05,0.368,0.769,-2.042,0.0639,186.113,1,4,Energetic
La Grange - 2005 Remaster,Tres Hombres (Expanded 2006 Remaster),ZZ Top,70YvYr2hGlS01bKRIho1HM,1973-07-26,77,230480,0.545,0.00249,0.64,0.0304,0.196,0.606,-9.937,0.224,80.544,4,4,Energetic
Give It Away,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,0uppYCG86ajpV2hSR3dJJ0,1991-09-24,74,282906,0.666,0.00244,0.936,0.086,0.153,0.776,-9.919,0.0476,91.577,7,4,Energetic
Fuel,Reload,Metallica,6FUwPb4mGlUDbx42uspXaZ,1997-01-01,68,269800,0.49,2.02e-05,0.951,0.0027,0.0314,0.589,-3.777,0.0477,106.946,1,4,Energetic
Runaway,Bon Jovi,Bon Jovi,0X1sqQ652p1sceKM2nJlIJ,1984-01-01,72,230666,0.475,0.00375,0.899,1.91e-05,0.14,0.603,-4.321,0.0637,152.445,9,4,Energetic
Uprising,The Resistance,Muse,4VqPOruhp5EdPBeR92t6lQ,2009-09-10,77,304840,0.602,0.000202,0.905,0.064,0.117,0.411,-4.046,0.0775,128.019,2,4,Energetic
The Boys Are Back In Town,Jailbreak (Deluxe Edition),Thin Lizzy,43DeSV93pJPT4lCZaWZ6b1,1976,76,266720,0.445,0.234,0.706,0.000252,0.205,0.768,-9.803,0.0461,80.823,8,4,Energetic
Symphony Of Destruction,Countdown To Extinction,Megadeth,51TG9W3y9qyO8BY5RXKgnZ,1992-07-14,73,246733,0.61,0.000805,0.891,0.0928,0.0657,0.51,-5.452,0.0587,139.903,4,4,Energetic
Rag Doll,Permanent Vacation,Aerosmith,2KCJYwlBWxdlwyIYckIf6V,1987-01-01,62,265693,0.579,0.583,0.954,0.0,0.139,0.583,-3.947,0.0558,93.448,4,4,Energetic
I Want It All - Remastered 2011,The Miracle (2011 Remaster),Queen,3Dpyn5Cu7BdURzo2ov4dku,1989-05-22,60,280480,0.377,0.025,0.842,8.33e-05,0.287,0.387,-5.119,0.0492,92.369,11,4,Energetic
T.N.T.,High Voltage,AC/DC,7LRMbd3LEoV5wZJvXT1Lwb,1976-05-14,79,214666,0.754,0.153,0.759,0.000108,0.101,0.435,-5.218,0.302,126.366,9,4,Energetic
Burn It to the Ground,Dark Horse,Nickelback,1jq28NGw6wdtFKx8MBPy6C,2008-10-28,72,212346,0.617,0.000247,0.922,0.388,0.363,0.6,-3.474,0.0744,132.059,11,4,Energetic
Pour Some Sugar On Me - Remastered 2017,Hysteria (Super Deluxe),Def Leppard,0PdM2a6oIjqepoEfcJo0RO,1987-08-03,75,267306,0.267,0.00211,0.953,0.0,0.283,0.568,-4.899,0.096,84.989,1,4,Energetic
(I Can't Get No) Satisfaction - Mono Version,Out Of Our Heads,The Rolling Stones,2PzU4IB8Dr6mxV3lHuaG34,1965-07-30,79,222813,0.723,0.0383,0.863,0.0317,0.128,0.931,-7.89,0.0338,136.302,2,4,Energetic
Sleeping My Day Away - 2009 - Remaster,No Fuel Left for the Pilgrims (2009 - Remastered),D-A-D,5ZuXgk0enEvv2HlnUe2rj3,1989,57,263240,0.449,0.00922,0.62,7.44e-06,0.0724,0.692,-15.272,0.0412,145.832,8,4,Energetic
Nightrain,Appetite For Destruction,Guns N' Roses,2vNw57KPaYDzkyPxXYUORX,1987-07-21,63,266173,0.4,0.107,0.992,0.0117,0.179,0.243,-6.995,0.0725,149.412,6,4,Energetic
School's Out,School's Out,Alice Cooper,5Z8EDau8uNcP1E8JvmfkZe,1972,69,210106,0.294,0.05,0.745,0.125,0.676,0.347,-9.138,0.0461,134.364,5,4,Energetic
Eye of the Tiger,Eye Of The Tiger,Survivor,2HHtWyy5CgaQbC7XSoOb0e,1982,75,243773,0.815,0.216,0.438,0.000466,0.0787,0.552,-14.522,0.0346,108.965,0,4,Energetic
Last Resort,Infest,Papa Roach,5W8YXBz9MTIDyrpYaCg2Ky,2001-04-25,83,199906,0.589,0.000481,0.89,0.00082,0.201,0.692,-3.719,0.0603,90.598,4,4,Energetic
Hold the Line,Toto,TOTO,4aVuWgvD0X63hcOCnZtNFA,1978-10-10,78,235546,0.473,0.00783,0.898,0.0618,0.173,0.808,-4.797,0.0561,96.556,6,4,Energetic
Rock or Bust,Rock or Bust,AC/DC,2vyae4DvSU2gs8OMOGwXF2,2014-11-28,64,183053,0.572,7.13e-05,0.825,0.000134,0.134,0.56,-3.977,0.04,98.057,8,4,Energetic
All The Small Things,Enema Of The State,blink-182,2m1hi0nfMR9vdGC8UcrnwU,1999-06-01,81,167066,0.434,0.0103,0.897,0.0,0.612,0.684,-4.918,0.0488,148.726,0,4,Energetic
Lola Montez,Outlaw Gentlemen & Shady Ladies (Deluxe Version),Volbeat,3ear11tYbMEmNDm2lxZTqL,2013-01-01,61,267680,0.513,0.000139,0.875,3.28e-05,0.0715,0.677,-4.819,0.0336,151.986,2,4,Energetic
Take Me Out,Franz Ferdinand,Franz Ferdinand,20I8RduZC2PWMWTDCZuuAN,2004-02-16,79,237026,0.277,0.000409,0.663,0.00051,0.136,0.527,-8.821,0.0377,104.561,4,4,Energetic
Whole Lotta Love - 1990 Remaster,Led Zeppelin II (1994 Remaster),Led Zeppelin,0hCB0YR03f6AmQaHbwWDe8,1969-10-22,79,333893,0.412,0.0484,0.902,0.131,0.405,0.422,-11.6,0.405,89.74,9,4,Energetic
I Love Rock 'N Roll,I Love Rock 'N' Roll (Expanded Edition),Joan Jett & The Blackhearts,2Cdvbe2G4hZsnhNMKyGrie,1981-11-18,75,175173,0.535,0.326,0.716,0.0,0.659,0.901,-5.025,0.0431,94.379,4,4,Energetic
Somebody Told Me,Hot Fuss,The Killers,59XNy4523UcEvQfYM8fdQB,2004-06-07,5,197160,0.51,7.76e-05,0.981,0.00142,0.111,0.723,-3.191,0.0901,138.039,10,4,Energetic
One Step Closer,Hybrid Theory (Bonus Edition),Linkin Park,3K4HG9evC7dg3N0R9cYqk4,2000-10-24,77,157333,0.492,0.0014,0.969,1.32e-06,0.0787,0.538,-4.419,0.0491,95.136,9,4,Energetic
Born in the U.S.A.,Born In The U.S.A.,Bruce Springsteen,0dOg1ySSI7NkpAe89Zo0b9,1984-06-04,76,278680,0.398,0.000373,0.952,7.75e-05,0.1,0.584,-6.042,0.061,122.093,4,4,Energetic
Crazy Crazy Nights,Crazy Nights,KISS,3YSfGJNDtF8KrHlwCAaVns,1987-09-18,62,227600,0.591,0.409,0.87,0.0,0.718,0.747,-6.381,0.0652,121.682,7,4,Energetic
Pride (In The Name Of Love) - Remastered 2009,The Unforgettable Fire (Deluxe Edition Remastered),U2,65E62rOSbm7SZbAMYjNTJq,1984-10-01,70,228426,0.458,0.00135,0.843,0.000296,0.778,0.713,-7.201,0.0316,105.701,4,4,Energetic
You Spin Me Round (Like A Record),Felons and Revolutionaries,Dope,0Hxty2K8F2DrrCXQyQVpBo,1999-09-06,64,163666,0.602,0.000122,0.876,7.16e-06,0.108,0.713,-5.212,0.0442,128.563,11,4,Energetic
American Woman,5,Lenny Kravitz,3X6iIrFuQoCshIWBseEKPl,1998-05-12,65,264560,0.688,0.0304,0.671,0.0,0.0782,0.537,-7.872,0.0975,83.988,1,4,Energetic
Don't Bring Me Down,Discovery,Electric Light Orchestra,72ahyckBJfTigJCFCviVN7,1979-05-31,74,243373,0.638,0.144,0.867,0.000733,0.0846,0.805,-6.469,0.0331,115.692,2,4,Energetic
Rollin' (Air Raid Vehicle),Chocolate Starfish And The Hot Dog Flavored Water,Limp Bizkit,3IV4swNduIRunHREK80owz,2000-10-17,76,213760,0.603,0.00591,0.933,0.0,0.206,0.709,-3.358,0.171,96.306,1,4,Energetic
"Hold Me, Thrill Me, Kiss Me, Kill Me - From 'Batman Forever'",The Best Of 1990-2000,U2,5TsHqbDKaSs4ECZX0045YS,2002-01-01,52,284600,0.368,7.47e-05,0.852,0.258,0.218,0.347,-6.978,0.0433,171.692,10,4,Energetic
The Devil's Bleeding Crown,Seal The Deal & Let's Boogie (Deluxe),Volbeat,3TjQAc2PzWzlSDrnq61J1y,2016-06-03,66,238653,0.32,1.62e-05,0.909,0.139,0.0443,0.21,-4.612,0.0412,109.649,7,3,Energetic
DEUTSCHLAND,RAMMSTEIN,Rammstein,2bPGTMB5sFfFYQ2YvSmup0,2019-05-17,74,322339,0.521,5.54e-05,0.895,0.349,0.0985,0.237,-5.242,0.0442,120.117,7,4,Energetic
Down with the Sickness,The Sickness,Disturbed,40rvBMQizxkIqnjPdEWY1v,2000-03-07,78,279213,0.695,0.000996,0.876,6.89e-06,0.106,0.941,-4.262,0.0553,89.954,3,4,Energetic
Freak On a Leash,Follow The Leader,Korn,6W21LNLz9Sw7sUSNWMSHRu,1998-08-18,75,255733,0.353,2.23e-05,0.898,0.105,0.39,0.525,-5.877,0.052,103.293,2,4,Energetic
Boulevard of Broken Dreams,Boulevard of Broken Dreams,Green Day,1hwJKpe0BPUsq6UUrwBWTw,2004,74,261266,0.49,0.00394,0.679,1.54e-05,0.0383,0.506,-3.68,0.0309,167.046,8,4,Energetic
Real Wild Child (Wild One),Blah-Blah-Blah,Iggy Pop,6ZAwEE4kTdtvyE66iRhFxR,1986-10-27,65,218306,0.59,0.0174,0.851,0.0975,0.154,0.968,-11.754,0.0297,146.213,4,4,Energetic
Feuer frei!,Mutter,Rammstein,5aNH8inF5BsbThDeOLs7zs,2001-04-02,68,188600,0.491,9.12e-05,0.966,0.346,0.153,0.223,-3.974,0.0463,95.141,3,4,Energetic
Suicide Blonde,X (Remastered),INXS,3dISHe66tFlOKqmom5Qr2n,1990,58,232626,0.612,0.00228,0.962,0.00896,0.123,0.694,-5.36,0.0897,119.962,4,4,Energetic
Somewhere I Belong,Meteora (Bonus Edition),Linkin Park,3fjmSxt0PskST13CSdBUFx,2003-03-24,72,213933,0.451,0.00038,0.951,2.39e-06,0.261,0.442,-3.754,0.0645,162.065,1,4,Energetic
"This Ain't A Scene, It's An Arms Race",Infinity On High,Fall Out Boy,1oagRT7LfpVlNJN6FSZDGp,2007-01-01,69,212040,0.435,0.000747,0.887,0.0,0.0327,0.408,-4.07,0.0636,199.935,9,4,Energetic
Alive - Chris Lord-Alge Mix,Satellite (U.S. Version; WEA Distribution),P.O.D.,1X4Ntw6Lbaa1ACgilCqMpr,2001-09-11,63,205026,0.421,1.21e-05,0.95,0.000214,0.314,0.553,-3.985,0.0768,80.912,10,4,Energetic
Elevation,All That You Can't Leave Behind,U2,4BC2WQKrZdqMX6rHsvVbUy,2000-01-01,60,226626,0.578,0.000974,0.807,0.000416,0.0526,0.384,-8.078,0.0361,110.053,9,4,Energetic
One Way Or Another - Remastered,Parallel Lines (Remastered),Blondie,4cQJ27R11K634x5qCOwKW5,1978-09-01,68,215106,0.45,0.0305,0.914,1.42e-05,0.152,0.904,-5.4,0.0607,162.487,2,4,Energetic
Lifestyles of the Rich & Famous,The Young and The Hopeless,Good Charlotte,2g2a5kDeZexbUTD8abcvm6,2002-10-04,71,190173,0.62,0.00043,0.93,0.0,0.0686,0.609,-3.685,0.0374,106.22,1,4,Energetic
New Sensation,Kick (Remastered),INXS,2xcrseImDFEf8Urommws03,1987,68,220160,0.682,0.00712,0.954,4.04e-05,0.052,0.928,-4.951,0.0625,115.475,9,4,Energetic
Something in Your Mouth,Dark Horse,Nickelback,6wO0vMRAJB0r1lEWBJZNOq,2008-10-28,64,219253,0.663,0.00137,0.977,1.77e-05,0.173,0.746,-3.024,0.0575,129.975,0,4,Energetic
AMERIKA,"REISE, REISE",Rammstein,1a8JpAL3vbAdXYrEABvOtb,2004-09-27,67,226760,0.608,0.00258,0.885,1.33e-05,0.392,0.518,-4.296,0.0963,125.023,2,4,Energetic
"Dance, Dance",From Under The Cork Tree,Fall Out Boy,0a7BloCiNzLDD9qSQHh5m7,2005-05-03,77,180266,0.622,0.00523,0.961,0.0,0.0854,0.449,-3.198,0.154,114.452,11,4,Energetic
Numb,Meteora (Bonus Edition),Linkin Park,1y1sChqjzdNWzwdHQADMrR,2003-03-24,69,185586,0.496,0.0046,0.863,0.0,0.639,0.243,-4.153,0.0381,110.018,9,4,Energetic
In the Shadows,Dead Letters,The Rasmus,1fr92Vupmcs2vgLMFVQ7rd,2003-03-24,71,257920,0.6,0.000109,0.796,5.2e-05,0.484,0.75,-4.481,0.0275,105.991,2,4,Energetic
Going Under,Fallen,Evanescence,3UygY7qW2cvG9Llkay6i1i,2003-03-04,72,214946,0.37,0.00815,0.858,2.12e-05,0.229,0.464,-4.885,0.0545,175.077,11,4,Energetic
A Warrior's Call,Beyond Hell / Above Heaven,Volbeat,5mNbJIYaKkphf5WqwhXhva,2010-01-01,63,263080,0.374,0.00075,0.903,5.85e-06,0.244,0.429,-4.49,0.0825,109.118,10,3,Energetic
It's Only Love,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,5xGsNXXTu545MWoeuFfjxT,1984-11-05,58,194618,0.515,0.00993,0.805,1.57e-05,0.419,0.743,-4.491,0.0345,101.161,5,4,Energetic
Cut the Cord,Threat to Survival,Shinedown,4LFBVDJV0xpayUvquQVzhS,2015-09-18,69,224596,0.447,0.00349,0.966,0.000198,0.312,0.533,-2.966,0.089,178.105,7,4,Energetic
Stone in Love,Escape,Journey,4cgSBnNzOo9rhwzUczB7HI,1981,64,265560,0.488,0.00472,0.871,0.000776,0.676,0.518,-9.447,0.0781,118.986,7,4,Energetic
Little Monster,Royal Blood,Royal Blood,5fpj84RsT9cOTfWUCxBTXu,2014-08-22,61,212309,0.454,0.00122,0.882,0.00156,0.138,0.497,-4.251,0.06,95.999,5,4,Energetic
Legendary,Victorious,Skillet,2pYaGdqXBrl8MdvuwgtBb7,2019-08-02,67,244538,0.548,0.00033,0.924,1.42e-05,0.162,0.242,-4.48,0.0689,124.031,11,4,Energetic
Sham Pain,And Justice for None (Deluxe),Five Finger Death Punch,0nqIqABZcujg05mkixJV60,2018-05-18,60,209703,0.554,0.000176,0.938,2.9e-06,0.147,0.4,-4.901,0.0532,96.5,11,4,Energetic
Throne,That's The Spirit (Track by Track Commentary),Bring Me The Horizon,5tYqrn7cItYhDGDLHt8XuH,2015-09-04,6,190920,0.425,0.000673,0.882,0.0,0.28,0.399,-3.71,0.0918,144.117,8,4,Energetic
"Hearts On Fire - From ""Rocky IV"" Soundtrack",Rocky IV,Various Artists,5vI0C3TDTxySR6Oq8NWjE0,1985,64,252920,0.576,0.0317,0.896,0.0,0.211,0.617,-8.026,0.04,136.586,7,4,Energetic
Hold On Tight,Time,Electric Light Orchestra,6yBbmHFTxihIDFAerzDMGi,1981-08-01,59,186600,0.439,0.159,0.794,1.69e-06,0.434,0.748,-11.792,0.0633,145.056,7,4,Energetic
Disco 2000,Different Class,Pulp,2aC8wwfrM0YeTAzzk8hxqC,1995-10-30,66,273573,0.565,0.0132,0.902,0.0,0.0561,0.544,-7.579,0.0725,133.11,7,4,Energetic
Discotheque,Pop,U2,3IrhUrZKAkJ8LsFtH71fOT,1997-03-03,50,318666,0.581,0.000859,0.825,0.095,0.11,0.663,-9.689,0.0373,120.362,4,4,Energetic
Beautiful Ones,Coming Up - 20th Anniversary Edition (Audio Version),Suede,5yWVfYEeQRPuFtytvkOgU1,1996-09-03,56,230866,0.528,0.0896,0.983,0.0,0.406,0.835,-5.231,0.0391,99.049,8,4,Energetic
Jekyll and Hyde,Got Your Six,Five Finger Death Punch,6efSwlK3LOlWOeKK9xlUKF,2015-09-04,65,206903,0.537,0.000599,0.964,1.14e-05,0.0564,0.712,-4.157,0.113,155.017,9,4,Energetic
Call Me When You're Sober,The Open Door,Evanescence,663Karu2rvKLdnY0eo1n3M,2006-01-01,68,214706,0.45,0.00193,0.883,0.0,0.293,0.328,-4.094,0.0524,93.41,7,4,Energetic
Ric Flair Drip (& Metro Boomin),Without Warning,21 Savage,7sO5G9EABYOXQKNPNiE9NR,2017-10-30,83,172800,0.88,0.149,0.428,5.07e-05,0.114,0.333,-8.28,0.206,100.007,9,4,Energetic
"Work REMIX (feat. A$AP Rocky, French Montana, Trinidad James & ScHoolboy Q)",Trap Lord,A$AP Ferg,7xVLFuuYdAvcTfcP3IG3dS,2013-08-19,72,283693,0.841,0.0246,0.733,0.0,0.174,0.284,-5.077,0.142,130.009,1,4,Energetic
Fight Night,No Label II,Migos,2n5gVJ9fzeX2SSWlLQuyS9,2014-06-03,69,216247,0.874,0.182,0.706,0.0,0.334,0.895,-5.132,0.207,89.968,1,4,Energetic
HeadBand (feat. 2 Chainz),Underground Luxury,B.o.B,2LvRR121MWFmmEGkuV2vQP,2013-12-16,72,220240,0.919,0.132,0.506,0.0,0.0771,0.273,-7.14,0.304,97.465,1,4,Energetic
SICKO MODE,ASTROWORLD,Travis Scott,2xLMifQCjDGFmkHkpNLD9h,2018-08-03,87,312820,0.834,0.00513,0.73,0.0,0.124,0.446,-3.714,0.222,155.008,8,4,Energetic
m.A.A.d city,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,3qX1dqmDdmMvvfMVfsx4Bh,2012-10-22,68,350120,0.487,0.0538,0.729,4.07e-06,0.44,0.217,-6.815,0.271,91.048,2,4,Energetic
679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,5NQbUaeTEOGdD6hHcre0dZ,2015-06-29,77,196693,0.618,0.00256,0.717,0.0,0.625,0.603,-5.738,0.318,190.05,7,4,Energetic
Hot N*gga,Hot N*gga,Bobby Shmurda,19gEmPjfqSZT0ulDRfjl0m,2014-07-25,79,194561,0.794,0.0505,0.51,1.81e-06,0.0562,0.18,-7.314,0.42,167.879,9,4,Energetic
pick up the phone,Birds In The Trap Sing McKnight,Travis Scott,20dP2DaMHIAmwWAbp7peSr,2016-09-16,74,252256,0.711,0.114,0.739,0.0,0.226,0.43,-3.804,0.129,136.919,7,4,Energetic
Plain Jane,Still Striving,A$AP Ferg,4dVpf9jZjcORqGTLUaeYj9,2017-08-18,77,173600,0.797,0.0651,0.844,0.0,0.087,0.52,-5.482,0.275,170.142,11,4,Energetic
Collard Greens,Oxymoron (Deluxe),ScHoolboy Q,0zO8ctW0UiuOefR87OeJOZ,2014-01-01,74,299960,0.825,0.025,0.575,9.94e-06,0.205,0.65,-4.87,0.0633,153.954,11,4,Energetic
Forever,Relapse: Refill,Eminem,5UsLjwBaTHBX4ektWIr4XX,2009-05-15,71,357706,0.457,0.249,0.906,0.0,0.182,0.54,-2.278,0.342,104.02,5,5,Energetic
Lord Pretty Flacko Jodye 2 (LPFJ2),AT.LONG.LAST.A$AP,A$AP Rocky,1j6kDJttn6wbVyMaM42Nxm,2015-05-26,69,126960,0.485,0.0123,0.72,0.0,0.0546,0.0471,-5.991,0.127,207.982,6,4,Energetic
Ayy Ladies (feat. Tyga),From Day 1,Travis Porter,4P6BuLsqtg5uISdE77ypI9,2012-05-28,70,211293,0.905,0.096,0.782,0.0,0.0623,0.798,-3.604,0.164,96.055,10,4,Energetic
Hard in Da Paint,Flockaveli,Waka Flocka Flame,3XQY8kDjI8LARMIC9xkxQk,2010-10-01,67,246386,0.611,0.198,0.66,0.0,0.365,0.583,-5.883,0.0839,71.544,11,4,Energetic
Backseat Freestyle,"good kid, m.A.A.d city (Deluxe)",Kendrick Lamar,1BR5vhAlaoUiijQ28p6jlN,2012-10-22,60,212653,0.546,0.000739,0.651,0.0,0.235,0.646,-7.601,0.3,77.878,1,4,Energetic
Ni**as In Paris,Watch The Throne (Deluxe),JAY-Z,4Li2WHPkuyCdtmokzW2007,2011-08-08,82,219333,0.789,0.127,0.858,0.0,0.349,0.775,-5.542,0.311,140.022,1,4,Energetic
No Limit,The Beautiful & Damned,G-Eazy,2DQ1ITjI0YoLFzuADN1ZBW,2017-12-15,76,245386,0.838,0.0117,0.771,0.0,0.0853,0.405,-3.791,0.244,175.957,1,4,Energetic
Again,Fetty Wap (Deluxe),Fetty Wap,4IqXyCH75mW4dMDbHufqDX,2015-09-25,59,312240,0.748,0.0062,0.733,0.0,0.329,0.291,-4.421,0.072,93.019,11,4,Energetic
Champions,Champions,Various Artists,2nBI3iWLhupR7LyAJ5GGkE,2016-06-10,69,334253,0.692,0.0623,0.774,0.0,0.873,0.349,-2.48,0.0876,134.952,6,4,Energetic
Up All Night,Thank Me Later (Int'l Version),Drake,55YHftnlehUQQJoTSLKCxj,2010-01-01,60,234333,0.606,0.00778,0.809,1.59e-05,0.336,0.272,-4.667,0.279,156.337,7,4,Energetic
Right Above It,I Am Not A Human Being,Lil Wayne,1kMuU3TNQvHbqvXCWBodmP,2010-01-01,70,271946,0.376,0.0435,0.841,0.0,0.578,0.463,-4.348,0.356,76.052,3,4,Energetic
The Show Goes On,Lasers,Lupe Fiasco,4NTWZqvfQTlOMitlVn6tew,2011-03-04,74,239613,0.591,0.0189,0.889,0.0,0.155,0.65,-3.839,0.115,143.067,7,4,Energetic
DNA.,DAMN.,Kendrick Lamar,6HZILIRieu8S0iqY8kIKhj,2017-04-14,79,185946,0.638,0.00454,0.523,0.0,0.0842,0.422,-6.664,0.357,139.913,1,4,Energetic
First Day Out,My Moment,Tee Grizzley,3muBQDekYAg7jm6hDu6R0Z,2017-04-07,74,254693,0.587,0.171,0.711,0.0,0.125,0.381,-6.33,0.42,98.008,1,4,Energetic
That's All She Wrote,No Mercy,T.I.,6XAA7T9VHcqKQSzjmXAJ8o,2010-12-02,70,318360,0.496,0.0328,0.785,0.0,0.0941,0.357,-3.472,0.306,170.02,7,4,Energetic
Donald Trump,Donald Trump - Single,Mac Miller,3uulVrxiI7iLTjOBZsaiF8,2011-05-17,67,165908,0.636,0.119,0.901,0.0,0.391,0.836,-7.094,0.118,162.994,1,4,Energetic
All Of The Lights,My Beautiful Dark Twisted Fantasy,Kanye West,22L7bfCiAkJo5xGSQgmiIO,2010-11-22,77,299613,0.531,0.0796,0.803,1.71e-05,0.176,0.221,-3.284,0.0717,142.113,1,4,Energetic
Portland,More Life,Drake,2bjwRfXMk4uRgOD9IBYl9h,2017-03-18,74,236614,0.925,0.0172,0.443,0.0,0.276,0.35,-8.216,0.264,136.078,1,4,Energetic
Rich As Fuck,I Am Not A Human Being II (Deluxe),Lil Wayne,3SShjQBczSt1HMpWA9zbwE,2013-01-01,53,223173,0.617,0.0369,0.588,0.0,0.514,0.878,-6.302,0.464,132.164,1,4,Energetic
Bounce Back,I Decided.,Big Sean,0SGkqnVQo9KPytSri1H6cF,2017-02-03,75,222360,0.78,0.106,0.575,0.0,0.129,0.273,-5.628,0.139,81.502,1,4,Energetic
HUMBLE.,DAMN.,Kendrick Lamar,7KXjTSCq5nL1LoYtL7XAwS,2017-04-14,83,177000,0.908,0.000282,0.621,5.39e-05,0.0958,0.421,-6.638,0.102,150.011,1,4,Energetic
Shake That,Curtain Call: The Hits (Deluxe Edition),Eminem,0fGh0trRN1xz3s41r7V5ce,2005-12-06,74,274440,0.963,0.0507,0.643,4.94e-05,0.157,0.534,-5.785,0.117,107.005,1,4,Energetic
Whatever You Like,Paper Trail,T.I.,1IAzD1muglOxOcPbUHs70R,2008-09-07,76,249533,0.68,0.0161,0.687,0.0,0.261,0.467,-6.162,0.0709,150.053,9,4,Energetic
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Professional Rapper,Lil Dicky,6AoYWCzsDls6c61Zp5qTuU,2015-07-31,6,290835,0.858,0.114,0.697,0.0,0.224,0.364,-5.361,0.23,98.012,2,4,Energetic
Energy,If You're Reading This It's Too Late,Drake,79XrkTOfV1AqySNjVlygpW,2015-02-12,73,181933,0.747,0.38,0.571,0.0,0.534,0.553,-7.916,0.478,172.104,11,4,Energetic
I Get the Bag (feat. Migos),Mr. Davis,Gucci Mane,1XRgIKC5TPwo7nWGyKqgG0,2017-10-13,74,233087,0.89,0.0232,0.633,0.000343,0.0993,0.425,-5.475,0.168,139.948,11,4,Energetic
Don't Like.1,Kanye West Presents Good Music Cruel Summer,Various Artists,2rJvc7nSYWBKAuNUMx1Cr2,2012-01-01,57,283653,0.656,0.0094,0.612,0.0,0.146,0.626,-5.415,0.225,132.072,6,4,Energetic
Gang Related,Under Pressure (Deluxe),Logic,1Kp6WFxRzc0sRBmGSgIYat,2014-10-21,64,167320,0.597,0.209,0.856,0.0159,0.278,0.771,-7.089,0.0431,131.95,10,4,Energetic
Till I Die,General Admission,Machine Gun Kelly,7rq7HvZrCie7MmiGm8pUVC,2015-10-16,66,212213,0.865,0.0305,0.633,0.0,0.136,0.311,-7.023,0.107,110.05,0,4,Energetic
New Level (feat. Future),New Level (feat. Future),A$AP Ferg,11BIoKDpTJHX5mZt6p566h,2015-12-18,63,267211,0.526,0.0566,0.655,0.0,0.116,0.156,-4.208,0.326,121.127,1,4,Energetic
Go Get It,Trouble Man: Heavy is the Head,T.I.,2gPl93XdGnfKUykwxVHUYt,2012-12-18,59,217520,0.366,0.00212,0.667,0.0,0.398,0.51,-5.683,0.246,76.627,1,4,Energetic
Still Here,Views,Drake,433P7tDcIAi6NLnf4Sh6tI,2016-05-06,65,189853,0.834,0.0258,0.433,0.0,0.633,0.229,-9.607,0.174,133.938,0,3,Energetic
Fast Lane,Hell: The Sequel (Deluxe),Bad Meets Evil,2c5Isyd07hWsl7AQia2Dig,2011-01-01,72,249560,0.615,0.0388,0.871,0.0,0.246,0.338,-3.804,0.281,119.149,1,5,Energetic
Tiimmy Turner,Tiimmy Turner,Desiigner,3NJG6vMH1ZsectZkocMEm0,2016-07-22,71,239853,0.603,0.174,0.725,0.0,0.0786,0.304,-3.054,0.0393,122.803,6,4,Energetic
Gold Digger,Late Registration,Kanye West,1PS1QMdUqOal0ai3Gt7sDQ,2005-08-30,79,207626,0.629,0.0195,0.696,0.0,0.0554,0.623,-5.572,0.348,93.034,1,4,Energetic
The Devil Is A Lie,Mastermind (Deluxe),Rick Ross,1FfxSgLHUkNCCLdZ7wrCTY,2014-01-01,62,310666,0.68,0.00169,0.83,0.0,0.382,0.638,-3.922,0.0897,102.91,5,4,Energetic
Money,Money,Cardi B,2GGMabyHXnJmjY6CXhhB2e,2018-10-23,80,183527,0.95,0.00534,0.59,0.0,0.11,0.219,-6.508,0.29,130.003,8,4,Energetic
Versace (Remix),Versace (feat. Drake) [Remix] - Single,Migos,0XGLsSU6wtfnKXiMNvQr61,2015-01-06,61,246047,0.845,0.0218,0.705,0.0,0.339,0.334,-4.271,0.243,132.05,6,4,Energetic
Loud,Loud,Mac Miller,5aQmsZCESbhasWW5VARdS8,2012-04-12,61,171148,0.649,0.00258,0.822,3.83e-05,0.362,0.201,-5.8,0.0398,140.026,1,4,Energetic
